warning: `VIRTUAL_ENV=/usr` does not match the project environment path `.venv` and will be ignored; use `--active` to target the active environment instead
W0327 08:31:43.570000 11341 .venv/lib/python3.10/site-packages/torch/_inductor/utils.py:1613] [0/0] Not enough SMs to use max_autotune_gemm mode
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 2,097,152
  value_embeds            : 4,194,304
  lm_head                 : 2,097,152
  transformer_matrices    : 3,145,856
  scalars                 : 8
  total                   : 11,534,472
Estimated FLOPs per token: 5.662387e+07
Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
Time budget: 300s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011421 | lrm: 0.00 | dt: 15733ms | tok/sec: 1,041 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 02129 (29.7%) | loss: 3.914620 | lrm: 1.00 | dt: 42ms | tok/sec: 390,263 | mfu: 2.2% | epoch: 1 | remaining: 211s    
step 02130 (29.8%) | loss: 3.913231 | lrm: 1.00 | dt: 42ms | tok/sec: 388,924 | mfu: 2.2% | epoch: 1 | remaining: 211s    
step 02131 (29.8%) | loss: 3.918900 | lrm: 1.00 | dt: 42ms | tok/sec: 390,393 | mfu: 2.2% | epoch: 1 | remaining: 211s    
step 02132 (29.8%) | loss: 3.919344 | lrm: 1.00 | dt: 42ms | tok/sec: 389,813 | mfu: 2.2% | epoch: 1 | remaining: 211s    
step 02133 (29.8%) | loss: 3.926313 | lrm: 1.00 | dt: 42ms | tok/sec: 390,600 | mfu: 2.2% | epoch: 1 | remaining: 211s    
step 02134 (29.8%) | loss: 3.924966 | lrm: 1.00 | dt: 42ms | tok/sec: 390,560 | mfu: 2.2% | epoch: 1 | remaining: 211s    
step 02135 (29.8%) | loss: 3.899143 | lrm: 1.00 | dt: 42ms | tok/sec: 390,829 | mfu: 2.2% | epoch: 1 | remaining: 210s    
step 02136 (29.8%) | loss: 3.878832 | lrm: 1.00 | dt: 42ms | tok/sec: 390,920 | mfu: 2.2% | epoch: 1 | remaining: 210s    
step 02137 (29.9%) | loss: 3.894080 | lrm: 1.00 | dt: 42ms | tok/sec: 390,960 | mfu: 2.2% | epoch: 1 | remaining: 210s    
step 02138 (29.9%) | loss: 3.874052 | lrm: 1.00 | dt: 42ms | tok/sec: 390,982 | mfu: 2.2% | epoch: 1 | remaining: 210s    
step 02139 (29.9%) | loss: 3.864554 | lrm: 1.00 | dt: 42ms | tok/sec: 390,755 | mfu: 2.2% | epoch: 1 | remaining: 210s    
step 02140 (29.9%) | loss: 3.860347 | lrm: 1.00 | dt: 42ms | tok/sec: 390,820 | mfu: 2.2% | epoch: 1 | remaining: 210s    
step 02141 (29.9%) | loss: 3.855176 | lrm: 1.00 | dt: 42ms | tok/sec: 391,361 | mfu: 2.2% | epoch: 1 | remaining: 210s    
step 02142 (29.9%) | loss: 3.857161 | lrm: 1.00 | dt: 42ms | tok/sec: 391,278 | mfu: 2.2% | epoch: 1 | remaining: 210s    
step 02143 (29.9%) | loss: 3.891493 | lrm: 1.00 | dt: 42ms | tok/sec: 391,095 | mfu: 2.2% | epoch: 1 | remaining: 210s    
step 02144 (30.0%) | loss: 3.907105 | lrm: 1.00 | dt: 42ms | tok/sec: 389,517 | mfu: 2.2% | epoch: 1 | remaining: 210s    
step 02145 (30.0%) | loss: 3.908028 | lrm: 1.00 | dt: 42ms | tok/sec: 390,391 | mfu: 2.2% | epoch: 1 | remaining: 210s    
step 02146 (30.0%) | loss: 3.909778 | lrm: 1.00 | dt: 42ms | tok/sec: 387,890 | mfu: 2.2% | epoch: 1 | remaining: 210s    
step 02147 (30.0%) | loss: 3.903097 | lrm: 1.00 | dt: 42ms | tok/sec: 388,522 | mfu: 2.2% | epoch: 1 | remaining: 210s    
step 02148 (30.0%) | loss: 3.923150 | lrm: 1.00 | dt: 42ms | tok/sec: 389,995 | mfu: 2.2% | epoch: 1 | remaining: 210s    
step 02149 (30.0%) | loss: 3.930213 | lrm: 1.00 | dt: 42ms | tok/sec: 391,107 | mfu: 2.2% | epoch: 1 | remaining: 210s    
step 02150 (30.0%) | loss: 3.925950 | lrm: 1.00 | dt: 42ms | tok/sec: 391,035 | mfu: 2.2% | epoch: 1 | remaining: 210s    
step 02151 (30.1%) | loss: 3.897350 | lrm: 1.00 | dt: 42ms | tok/sec: 391,207 | mfu: 2.2% | epoch: 1 | remaining: 210s    
step 02152 (30.1%) | loss: 3.890298 | lrm: 1.00 | dt: 42ms | tok/sec: 390,982 | mfu: 2.2% | epoch: 1 | remaining: 210s    
step 02153 (30.1%) | loss: 3.898969 | lrm: 1.00 | dt: 42ms | tok/sec: 390,749 | mfu: 2.2% | epoch: 1 | remaining: 210s    
step 02154 (30.1%) | loss: 3.880006 | lrm: 1.00 | dt: 42ms | tok/sec: 390,717 | mfu: 2.2% | epoch: 1 | remaining: 210s    
step 02155 (30.1%) | loss: 3.882384 | lrm: 1.00 | dt: 42ms | tok/sec: 390,152 | mfu: 2.2% | epoch: 1 | remaining: 210s    
step 02156 (30.1%) | loss: 3.886037 | lrm: 1.00 | dt: 42ms | tok/sec: 390,664 | mfu: 2.2% | epoch: 1 | remaining: 210s    
step 02157 (30.1%) | loss: 3.896468 | lrm: 1.00 | dt: 42ms | tok/sec: 390,942 | mfu: 2.2% | epoch: 1 | remaining: 210s    
step 02158 (30.2%) | loss: 3.888450 | lrm: 1.00 | dt: 42ms | tok/sec: 390,338 | mfu: 2.2% | epoch: 1 | remaining: 209s    
step 02159 (30.2%) | loss: 3.889371 | lrm: 1.00 | dt: 42ms | tok/sec: 390,458 | mfu: 2.2% | epoch: 1 | remaining: 209s    
step 02160 (30.2%) | loss: 3.884995 | lrm: 1.00 | dt: 42ms | tok/sec: 391,040 | mfu: 2.2% | epoch: 1 | remaining: 209s    
step 02161 (30.2%) | loss: 3.877047 | lrm: 1.00 | dt: 42ms | tok/sec: 391,058 | mfu: 2.2% | epoch: 1 | remaining: 209s    
step 02162 (30.2%) | loss: 3.876326 | lrm: 1.00 | dt: 42ms | tok/sec: 390,862 | mfu: 2.2% | epoch: 1 | remaining: 209s    
step 02163 (30.2%) | loss: 3.872549 | lrm: 1.00 | dt: 42ms | tok/sec: 390,840 | mfu: 2.2% | epoch: 1 | remaining: 209s    
step 02164 (30.2%) | loss: 3.871228 | lrm: 1.00 | dt: 42ms | tok/sec: 391,006 | mfu: 2.2% | epoch: 1 | remaining: 209s    
step 02165 (30.3%) | loss: 3.876775 | lrm: 1.00 | dt: 42ms | tok/sec: 390,884 | mfu: 2.2% | epoch: 1 | remaining: 209s    
step 02166 (30.3%) | loss: 3.875083 | lrm: 1.00 | dt: 43ms | tok/sec: 385,250 | mfu: 2.2% | epoch: 1 | remaining: 209s    
step 02167 (30.3%) | loss: 3.875847 | lrm: 1.00 | dt: 44ms | tok/sec: 372,768 | mfu: 2.1% | epoch: 1 | remaining: 209s    
step 02168 (30.3%) | loss: 3.895458 | lrm: 1.00 | dt: 43ms | tok/sec: 377,994 | mfu: 2.2% | epoch: 1 | remaining: 209s    
step 02169 (30.3%) | loss: 3.893681 | lrm: 1.00 | dt: 42ms | tok/sec: 389,197 | mfu: 2.2% | epoch: 1 | remaining: 209s    
step 02170 (30.3%) | loss: 3.893444 | lrm: 1.00 | dt: 42ms | tok/sec: 388,651 | mfu: 2.2% | epoch: 1 | remaining: 209s    
step 02171 (30.3%) | loss: 3.880068 | lrm: 1.00 | dt: 42ms | tok/sec: 390,966 | mfu: 2.2% | epoch: 1 | remaining: 209s    
step 02172 (30.4%) | loss: 3.884227 | lrm: 1.00 | dt: 42ms | tok/sec: 390,720 | mfu: 2.2% | epoch: 1 | remaining: 209s    
step 02173 (30.4%) | loss: 3.872752 | lrm: 1.00 | dt: 42ms | tok/sec: 390,238 | mfu: 2.2% | epoch: 1 | remaining: 209s    
step 02174 (30.4%) | loss: 3.862337 | lrm: 1.00 | dt: 42ms | tok/sec: 390,986 | mfu: 2.2% | epoch: 1 | remaining: 209s    
step 02175 (30.4%) | loss: 3.866453 | lrm: 1.00 | dt: 42ms | tok/sec: 391,358 | mfu: 2.2% | epoch: 1 | remaining: 209s    
step 02176 (30.4%) | loss: 3.881472 | lrm: 1.00 | dt: 42ms | tok/sec: 390,966 | mfu: 2.2% | epoch: 1 | remaining: 209s    
step 02177 (30.4%) | loss: 3.862727 | lrm: 1.00 | dt: 42ms | tok/sec: 390,909 | mfu: 2.2% | epoch: 1 | remaining: 209s    
step 02178 (30.4%) | loss: 3.858125 | lrm: 1.00 | dt: 43ms | tok/sec: 378,945 | mfu: 2.2% | epoch: 1 | remaining: 209s    
step 02179 (30.4%) | loss: 3.844196 | lrm: 1.00 | dt: 43ms | tok/sec: 377,857 | mfu: 2.2% | epoch: 1 | remaining: 209s    
step 02180 (30.5%) | loss: 3.853526 | lrm: 1.00 | dt: 43ms | tok/sec: 378,223 | mfu: 2.2% | epoch: 1 | remaining: 209s    
step 02181 (30.5%) | loss: 3.842124 | lrm: 1.00 | dt: 42ms | tok/sec: 389,738 | mfu: 2.2% | epoch: 1 | remaining: 209s    
step 02182 (30.5%) | loss: 3.848426 | lrm: 1.00 | dt: 42ms | tok/sec: 390,181 | mfu: 2.2% | epoch: 1 | remaining: 208s    
step 02183 (30.5%) | loss: 3.862792 | lrm: 1.00 | dt: 42ms | tok/sec: 391,087 | mfu: 2.2% | epoch: 1 | remaining: 208s    
step 02184 (30.5%) | loss: 3.867672 | lrm: 1.00 | dt: 42ms | tok/sec: 391,011 | mfu: 2.2% | epoch: 1 | remaining: 208s    
step 02185 (30.5%) | loss: 3.872493 | lrm: 1.00 | dt: 42ms | tok/sec: 390,706 | mfu: 2.2% | epoch: 1 | remaining: 208s    
step 02186 (30.5%) | loss: 3.894058 | lrm: 1.00 | dt: 42ms | tok/sec: 390,849 | mfu: 2.2% | epoch: 1 | remaining: 208s    
step 02187 (30.6%) | loss: 3.877149 | lrm: 1.00 | dt: 42ms | tok/sec: 390,598 | mfu: 2.2% | epoch: 1 | remaining: 208s    
step 02188 (30.6%) | loss: 3.875551 | lrm: 1.00 | dt: 42ms | tok/sec: 390,653 | mfu: 2.2% | epoch: 1 | remaining: 208s    
step 02189 (30.6%) | loss: 3.873112 | lrm: 1.00 | dt: 42ms | tok/sec: 390,877 | mfu: 2.2% | epoch: 1 | remaining: 208s    
step 02190 (30.6%) | loss: 3.892619 | lrm: 1.00 | dt: 42ms | tok/sec: 390,900 | mfu: 2.2% | epoch: 1 | remaining: 208s    
step 02191 (30.6%) | loss: 3.882429 | lrm: 1.00 | dt: 42ms | tok/sec: 390,800 | mfu: 2.2% | epoch: 1 | remaining: 208s    
step 02192 (30.6%) | loss: 3.878112 | lrm: 1.00 | dt: 42ms | tok/sec: 390,130 | mfu: 2.2% | epoch: 1 | remaining: 208s    
step 02193 (30.6%) | loss: 3.883138 | lrm: 1.00 | dt: 42ms | tok/sec: 389,105 | mfu: 2.2% | epoch: 1 | remaining: 208s    
step 02194 (30.7%) | loss: 3.888038 | lrm: 1.00 | dt: 42ms | tok/sec: 389,191 | mfu: 2.2% | epoch: 1 | remaining: 208s    
step 02195 (30.7%) | loss: 3.882449 | lrm: 1.00 | dt: 42ms | tok/sec: 390,780 | mfu: 2.2% | epoch: 1 | remaining: 208s    
step 02196 (30.7%) | loss: 3.873759 | lrm: 1.00 | dt: 42ms | tok/sec: 391,118 | mfu: 2.2% | epoch: 1 | remaining: 208s    
step 02197 (30.7%) | loss: 3.865380 | lrm: 1.00 | dt: 42ms | tok/sec: 391,343 | mfu: 2.2% | epoch: 1 | remaining: 208s    
step 02198 (30.7%) | loss: 3.882675 | lrm: 1.00 | dt: 42ms | tok/sec: 390,527 | mfu: 2.2% | epoch: 1 | remaining: 208s    
step 02199 (30.7%) | loss: 3.880490 | lrm: 1.00 | dt: 42ms | tok/sec: 390,935 | mfu: 2.2% | epoch: 1 | remaining: 208s    
step 02200 (30.7%) | loss: 3.872546 | lrm: 1.00 | dt: 42ms | tok/sec: 390,646 | mfu: 2.2% | epoch: 1 | remaining: 208s    
step 02201 (30.8%) | loss: 3.865570 | lrm: 1.00 | dt: 42ms | tok/sec: 389,674 | mfu: 2.2% | epoch: 1 | remaining: 208s    
step 02202 (30.8%) | loss: 3.861598 | lrm: 1.00 | dt: 42ms | tok/sec: 390,030 | mfu: 2.2% | epoch: 1 | remaining: 208s    
step 02203 (30.8%) | loss: 3.856124 | lrm: 1.00 | dt: 42ms | tok/sec: 389,301 | mfu: 2.2% | epoch: 1 | remaining: 208s    
step 02204 (30.8%) | loss: 3.844829 | lrm: 1.00 | dt: 42ms | tok/sec: 390,560 | mfu: 2.2% | epoch: 1 | remaining: 208s    
step 02205 (30.8%) | loss: 3.850709 | lrm: 1.00 | dt: 42ms | tok/sec: 390,427 | mfu: 2.2% | epoch: 1 | remaining: 208s    
step 02206 (30.8%) | loss: 3.843175 | lrm: 1.00 | dt: 42ms | tok/sec: 390,524 | mfu: 2.2% | epoch: 1 | remaining: 207s    
step 02207 (30.8%) | loss: 3.852218 | lrm: 1.00 | dt: 42ms | tok/sec: 391,300 | mfu: 2.2% | epoch: 1 | remaining: 207s    
step 02208 (30.9%) | loss: 3.858346 | lrm: 1.00 | dt: 42ms | tok/sec: 391,029 | mfu: 2.2% | epoch: 1 | remaining: 207s    
step 02209 (30.9%) | loss: 3.863702 | lrm: 1.00 | dt: 42ms | tok/sec: 390,953 | mfu: 2.2% | epoch: 1 | remaining: 207s    
step 02210 (30.9%) | loss: 3.857182 | lrm: 1.00 | dt: 42ms | tok/sec: 390,942 | mfu: 2.2% | epoch: 1 | remaining: 207s    
step 02211 (30.9%) | loss: 3.859406 | lrm: 1.00 | dt: 42ms | tok/sec: 389,102 | mfu: 2.2% | epoch: 1 | remaining: 207s    
step 02212 (30.9%) | loss: 3.871504 | lrm: 1.00 | dt: 42ms | tok/sec: 387,132 | mfu: 2.2% | epoch: 1 | remaining: 207s    
step 02213 (30.9%) | loss: 3.907566 | lrm: 1.00 | dt: 42ms | tok/sec: 390,971 | mfu: 2.2% | epoch: 1 | remaining: 207s    
step 02214 (30.9%) | loss: 3.934585 | lrm: 1.00 | dt: 42ms | tok/sec: 389,504 | mfu: 2.2% | epoch: 1 | remaining: 207s    
step 02215 (31.0%) | loss: 3.908940 | lrm: 1.00 | dt: 43ms | tok/sec: 380,426 | mfu: 2.2% | epoch: 1 | remaining: 207s    
step 02216 (31.0%) | loss: 3.901159 | lrm: 1.00 | dt: 42ms | tok/sec: 388,869 | mfu: 2.2% | epoch: 1 | remaining: 207s    
step 02217 (31.0%) | loss: 3.907677 | lrm: 1.00 | dt: 43ms | tok/sec: 384,970 | mfu: 2.2% | epoch: 1 | remaining: 207s    
step 02218 (31.0%) | loss: 3.917488 | lrm: 1.00 | dt: 42ms | tok/sec: 389,742 | mfu: 2.2% | epoch: 1 | remaining: 207s    
step 02219 (31.0%) | loss: 3.908420 | lrm: 1.00 | dt: 42ms | tok/sec: 390,962 | mfu: 2.2% | epoch: 1 | remaining: 207s    
step 02220 (31.0%) | loss: 3.897516 | lrm: 1.00 | dt: 42ms | tok/sec: 390,993 | mfu: 2.2% | epoch: 1 | remaining: 207s    
step 02221 (31.0%) | loss: 3.878440 | lrm: 1.00 | dt: 42ms | tok/sec: 391,171 | mfu: 2.2% | epoch: 1 | remaining: 207s    
step 02222 (31.1%) | loss: 3.887400 | lrm: 1.00 | dt: 42ms | tok/sec: 390,866 | mfu: 2.2% | epoch: 1 | remaining: 207s    
step 02223 (31.1%) | loss: 3.871052 | lrm: 1.00 | dt: 42ms | tok/sec: 390,584 | mfu: 2.2% | epoch: 1 | remaining: 207s    
step 02224 (31.1%) | loss: 3.864771 | lrm: 1.00 | dt: 42ms | tok/sec: 390,258 | mfu: 2.2% | epoch: 1 | remaining: 207s    
step 02225 (31.1%) | loss: 3.851398 | lrm: 1.00 | dt: 42ms | tok/sec: 390,316 | mfu: 2.2% | epoch: 1 | remaining: 207s    
step 02226 (31.1%) | loss: 3.858227 | lrm: 1.00 | dt: 42ms | tok/sec: 390,802 | mfu: 2.2% | epoch: 1 | remaining: 207s    
step 02227 (31.1%) | loss: 3.855901 | lrm: 1.00 | dt: 42ms | tok/sec: 390,119 | mfu: 2.2% | epoch: 1 | remaining: 207s    
step 02228 (31.1%) | loss: 3.863822 | lrm: 1.00 | dt: 42ms | tok/sec: 390,311 | mfu: 2.2% | epoch: 1 | remaining: 207s    
step 02229 (31.2%) | loss: 3.844565 | lrm: 1.00 | dt: 42ms | tok/sec: 387,905 | mfu: 2.2% | epoch: 1 | remaining: 207s    
step 02230 (31.2%) | loss: 3.857729 | lrm: 1.00 | dt: 42ms | tok/sec: 389,272 | mfu: 2.2% | epoch: 1 | remaining: 206s    
step 02231 (31.2%) | loss: 3.869860 | lrm: 1.00 | dt: 42ms | tok/sec: 390,875 | mfu: 2.2% | epoch: 1 | remaining: 206s    
step 02232 (31.2%) | loss: 3.874775 | lrm: 1.00 | dt: 42ms | tok/sec: 390,662 | mfu: 2.2% | epoch: 1 | remaining: 206s    
step 02233 (31.2%) | loss: 3.866399 | lrm: 1.00 | dt: 42ms | tok/sec: 390,842 | mfu: 2.2% | epoch: 1 | remaining: 206s    
step 02234 (31.2%) | loss: 3.867208 | lrm: 1.00 | dt: 42ms | tok/sec: 391,058 | mfu: 2.2% | epoch: 1 | remaining: 206s    
step 02235 (31.2%) | loss: 3.871745 | lrm: 1.00 | dt: 42ms | tok/sec: 390,782 | mfu: 2.2% | epoch: 1 | remaining: 206s    
step 02236 (31.2%) | loss: 3.888387 | lrm: 1.00 | dt: 42ms | tok/sec: 390,533 | mfu: 2.2% | epoch: 1 | remaining: 206s    
step 02237 (31.3%) | loss: 3.880126 | lrm: 1.00 | dt: 43ms | tok/sec: 381,723 | mfu: 2.2% | epoch: 1 | remaining: 206s    
step 02238 (31.3%) | loss: 3.904690 | lrm: 1.00 | dt: 43ms | tok/sec: 379,254 | mfu: 2.2% | epoch: 1 | remaining: 206s    
step 02239 (31.3%) | loss: 3.905352 | lrm: 1.00 | dt: 43ms | tok/sec: 378,692 | mfu: 2.2% | epoch: 1 | remaining: 206s    
step 02240 (31.3%) | loss: 3.893292 | lrm: 1.00 | dt: 42ms | tok/sec: 387,905 | mfu: 2.2% | epoch: 1 | remaining: 206s    
step 02241 (31.3%) | loss: 3.893502 | lrm: 1.00 | dt: 44ms | tok/sec: 371,756 | mfu: 2.1% | epoch: 1 | remaining: 206s    
step 02242 (31.3%) | loss: 3.901781 | lrm: 1.00 | dt: 44ms | tok/sec: 372,205 | mfu: 2.1% | epoch: 1 | remaining: 206s    
step 02243 (31.3%) | loss: 3.872844 | lrm: 1.00 | dt: 42ms | tok/sec: 389,455 | mfu: 2.2% | epoch: 1 | remaining: 206s    
step 02244 (31.4%) | loss: 3.879071 | lrm: 1.00 | dt: 42ms | tok/sec: 389,913 | mfu: 2.2% | epoch: 1 | remaining: 206s    
step 02245 (31.4%) | loss: 3.869367 | lrm: 1.00 | dt: 42ms | tok/sec: 390,538 | mfu: 2.2% | epoch: 1 | remaining: 206s    
step 02246 (31.4%) | loss: 3.885195 | lrm: 1.00 | dt: 42ms | tok/sec: 390,769 | mfu: 2.2% | epoch: 1 | remaining: 206s    
step 02247 (31.4%) | loss: 3.884314 | lrm: 1.00 | dt: 42ms | tok/sec: 389,707 | mfu: 2.2% | epoch: 1 | remaining: 206s    
step 02248 (31.4%) | loss: 3.894559 | lrm: 1.00 | dt: 42ms | tok/sec: 390,855 | mfu: 2.2% | epoch: 1 | remaining: 206s    
step 02249 (31.4%) | loss: 3.874701 | lrm: 1.00 | dt: 42ms | tok/sec: 390,305 | mfu: 2.2% | epoch: 1 | remaining: 206s    
step 02250 (31.4%) | loss: 3.883560 | lrm: 1.00 | dt: 42ms | tok/sec: 389,411 | mfu: 2.2% | epoch: 1 | remaining: 206s    
step 02251 (31.5%) | loss: 3.894168 | lrm: 1.00 | dt: 42ms | tok/sec: 390,849 | mfu: 2.2% | epoch: 1 | remaining: 206s    
step 02252 (31.5%) | loss: 3.922083 | lrm: 1.00 | dt: 42ms | tok/sec: 390,671 | mfu: 2.2% | epoch: 1 | remaining: 206s    
step 02253 (31.5%) | loss: 3.904574 | lrm: 1.00 | dt: 42ms | tok/sec: 390,842 | mfu: 2.2% | epoch: 1 | remaining: 205s    
step 02254 (31.5%) | loss: 3.880215 | lrm: 1.00 | dt: 42ms | tok/sec: 390,569 | mfu: 2.2% | epoch: 1 | remaining: 205s    
step 02255 (31.5%) | loss: 3.860695 | lrm: 1.00 | dt: 42ms | tok/sec: 390,826 | mfu: 2.2% | epoch: 1 | remaining: 205s    
step 02256 (31.5%) | loss: 3.861351 | lrm: 1.00 | dt: 42ms | tok/sec: 391,113 | mfu: 2.2% | epoch: 1 | remaining: 205s    
step 02257 (31.5%) | loss: 3.851883 | lrm: 1.00 | dt: 42ms | tok/sec: 390,296 | mfu: 2.2% | epoch: 1 | remaining: 205s    
step 02258 (31.6%) | loss: 3.861655 | lrm: 1.00 | dt: 42ms | tok/sec: 388,168 | mfu: 2.2% | epoch: 1 | remaining: 205s    
step 02259 (31.6%) | loss: 3.849958 | lrm: 1.00 | dt: 42ms | tok/sec: 390,924 | mfu: 2.2% | epoch: 1 | remaining: 205s    
step 02260 (31.6%) | loss: 3.832735 | lrm: 1.00 | dt: 42ms | tok/sec: 390,606 | mfu: 2.2% | epoch: 1 | remaining: 205s    
step 02261 (31.6%) | loss: 3.850967 | lrm: 1.00 | dt: 42ms | tok/sec: 391,084 | mfu: 2.2% | epoch: 1 | remaining: 205s    
step 02262 (31.6%) | loss: 3.856510 | lrm: 1.00 | dt: 42ms | tok/sec: 390,152 | mfu: 2.2% | epoch: 1 | remaining: 205s    
step 02263 (31.6%) | loss: 3.852915 | lrm: 1.00 | dt: 42ms | tok/sec: 390,504 | mfu: 2.2% | epoch: 1 | remaining: 205s    
step 02264 (31.6%) | loss: 3.845218 | lrm: 1.00 | dt: 42ms | tok/sec: 389,833 | mfu: 2.2% | epoch: 1 | remaining: 205s    
step 02265 (31.7%) | loss: 3.840334 | lrm: 1.00 | dt: 42ms | tok/sec: 389,065 | mfu: 2.2% | epoch: 1 | remaining: 205s    
step 02266 (31.7%) | loss: 3.840578 | lrm: 1.00 | dt: 42ms | tok/sec: 390,646 | mfu: 2.2% | epoch: 1 | remaining: 205s    
step 02267 (31.7%) | loss: 3.847011 | lrm: 1.00 | dt: 42ms | tok/sec: 390,551 | mfu: 2.2% | epoch: 1 | remaining: 205s    
step 02268 (31.7%) | loss: 3.843918 | lrm: 1.00 | dt: 42ms | tok/sec: 391,113 | mfu: 2.2% | epoch: 1 | remaining: 205s    
step 02269 (31.7%) | loss: 3.852964 | lrm: 1.00 | dt: 42ms | tok/sec: 391,287 | mfu: 2.2% | epoch: 1 | remaining: 205s    
step 02270 (31.7%) | loss: 3.855013 | lrm: 1.00 | dt: 42ms | tok/sec: 391,142 | mfu: 2.2% | epoch: 1 | remaining: 205s    
step 02271 (31.7%) | loss: 3.835909 | lrm: 1.00 | dt: 42ms | tok/sec: 391,035 | mfu: 2.2% | epoch: 1 | remaining: 205s    
step 02272 (31.8%) | loss: 3.840150 | lrm: 1.00 | dt: 42ms | tok/sec: 389,780 | mfu: 2.2% | epoch: 1 | remaining: 205s    
step 02273 (31.8%) | loss: 3.838180 | lrm: 1.00 | dt: 42ms | tok/sec: 390,513 | mfu: 2.2% | epoch: 1 | remaining: 205s    
step 02274 (31.8%) | loss: 3.835048 | lrm: 1.00 | dt: 42ms | tok/sec: 389,689 | mfu: 2.2% | epoch: 1 | remaining: 205s    
step 02275 (31.8%) | loss: 3.843554 | lrm: 1.00 | dt: 42ms | tok/sec: 390,938 | mfu: 2.2% | epoch: 1 | remaining: 205s    
step 02276 (31.8%) | loss: 3.824680 | lrm: 1.00 | dt: 42ms | tok/sec: 390,826 | mfu: 2.2% | epoch: 1 | remaining: 205s    
step 02277 (31.8%) | loss: 3.809026 | lrm: 1.00 | dt: 42ms | tok/sec: 390,842 | mfu: 2.2% | epoch: 1 | remaining: 204s    
step 02278 (31.8%) | loss: 3.802688 | lrm: 1.00 | dt: 42ms | tok/sec: 390,079 | mfu: 2.2% | epoch: 1 | remaining: 204s    
step 02279 (31.9%) | loss: 3.802808 | lrm: 1.00 | dt: 42ms | tok/sec: 390,744 | mfu: 2.2% | epoch: 1 | remaining: 204s    
step 02280 (31.9%) | loss: 3.818834 | lrm: 1.00 | dt: 42ms | tok/sec: 391,147 | mfu: 2.2% | epoch: 1 | remaining: 204s    
step 02281 (31.9%) | loss: 3.817067 | lrm: 1.00 | dt: 42ms | tok/sec: 390,880 | mfu: 2.2% | epoch: 1 | remaining: 204s    
step 02282 (31.9%) | loss: 3.819598 | lrm: 1.00 | dt: 42ms | tok/sec: 391,153 | mfu: 2.2% | epoch: 1 | remaining: 204s    
step 02283 (31.9%) | loss: 3.827052 | lrm: 1.00 | dt: 42ms | tok/sec: 391,189 | mfu: 2.2% | epoch: 1 | remaining: 204s    
step 02284 (31.9%) | loss: 3.844653 | lrm: 1.00 | dt: 42ms | tok/sec: 390,964 | mfu: 2.2% | epoch: 1 | remaining: 204s    
step 02285 (31.9%) | loss: 3.851849 | lrm: 1.00 | dt: 42ms | tok/sec: 391,285 | mfu: 2.2% | epoch: 1 | remaining: 204s    
step 02286 (32.0%) | loss: 3.840593 | lrm: 1.00 | dt: 42ms | tok/sec: 390,558 | mfu: 2.2% | epoch: 1 | remaining: 204s    
step 02287 (32.0%) | loss: 3.841048 | lrm: 1.00 | dt: 42ms | tok/sec: 389,186 | mfu: 2.2% | epoch: 1 | remaining: 204s    
step 02288 (32.0%) | loss: 3.840983 | lrm: 1.00 | dt: 42ms | tok/sec: 387,739 | mfu: 2.2% | epoch: 1 | remaining: 204s    
step 02289 (32.0%) | loss: 3.851581 | lrm: 1.00 | dt: 42ms | tok/sec: 388,911 | mfu: 2.2% | epoch: 1 | remaining: 204s    
step 02290 (32.0%) | loss: 3.880620 | lrm: 1.00 | dt: 42ms | tok/sec: 390,844 | mfu: 2.2% | epoch: 1 | remaining: 204s    
step 02291 (32.0%) | loss: 3.893286 | lrm: 1.00 | dt: 42ms | tok/sec: 391,149 | mfu: 2.2% | epoch: 1 | remaining: 204s    
step 02292 (32.0%) | loss: 3.910367 | lrm: 1.00 | dt: 42ms | tok/sec: 391,294 | mfu: 2.2% | epoch: 1 | remaining: 204s    
step 02293 (32.0%) | loss: 3.908076 | lrm: 1.00 | dt: 42ms | tok/sec: 391,153 | mfu: 2.2% | epoch: 1 | remaining: 204s    
step 02294 (32.1%) | loss: 3.903153 | lrm: 1.00 | dt: 42ms | tok/sec: 391,107 | mfu: 2.2% | epoch: 1 | remaining: 204s    
step 02295 (32.1%) | loss: 3.895802 | lrm: 1.00 | dt: 42ms | tok/sec: 390,460 | mfu: 2.2% | epoch: 1 | remaining: 204s    
step 02296 (32.1%) | loss: 3.893586 | lrm: 1.00 | dt: 42ms | tok/sec: 388,959 | mfu: 2.2% | epoch: 1 | remaining: 204s    
step 02297 (32.1%) | loss: 3.864304 | lrm: 1.00 | dt: 43ms | tok/sec: 379,225 | mfu: 2.2% | epoch: 1 | remaining: 204s    
step 02298 (32.1%) | loss: 3.860188 | lrm: 1.00 | dt: 44ms | tok/sec: 371,243 | mfu: 2.1% | epoch: 1 | remaining: 204s    
step 02299 (32.1%) | loss: 3.874244 | lrm: 1.00 | dt: 43ms | tok/sec: 384,143 | mfu: 2.2% | epoch: 1 | remaining: 204s    
